chapter_no,title,sect_no,sect_desc,subsec_1,subsec_2,subsec_3,subsec_desc,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,6,,,"Where the grounds of invalidity exist in respect of only some of the goods or services for which the trade mark is registered, the trade mark shall be declared invalid as regards those goods or services only.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,80,Grounds for invalidity of registration,7,,,"Where the registration of a trade mark has been declared invalid to any extent, the registration shall to that extent be deemed never to have been made provided that this shall not affect the transactions past and closed.",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,81,Effect of acquiescence,1,,,"Where the owner of an earlier trade mark, or other earlier rights, has acquiesced for a continuous period of five years from the date of registration in the use of a registered trade mark in Pakistan, being aware of that use, there shall cease to be any entitlement on the basis of that earlier trade mark or other right-",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,81,Effect of acquiescence,1,a,, to apply for a declaration that the registration of the later trade mark is invalid;,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,81,Effect of acquiescence,1,b,,to oppose the use of the later mark in relation to the goods or services in relation to which it has been so used. unless the registration of the later mark was applied for or used in bad faith.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,81,Effect of acquiescence,2,,,"Where sub-section (1) applies, the proprietor of the later trade mark shall not be entitled to oppose the use of the earlier trade mark or as the case may be, the exploitation of the earlier right, notwithstanding that the earlier trade mark or right may no longer be invoked against his later trade mark.",subsec_1
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,82,Collective marks,1,,,A collective mark shall be a mark distinguishing the goods or services of members of the association which is the proprietor of the mark from those of other undertakings.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,82,Collective marks,2,,,The provision of this Ordinance shall apply to collective marks subject to the provisions of the First Schedule.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,83,Certification marks.,1,,,"A certification mark shall be a mark indicating that the goods or services in connection with which it is used are certified by the proprietor of the mark in respect of origin, mode of manufacture of goods or performance of services, quality, accuracy or other characteristics",
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,83,Certification marks.,2,,,The provisions of this Ordinance shall apply to certification marks subject to the provisions of the Second Schedule.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,84,Domain names,1,,,A domain name shall be a mark which is a user friendly substitute for an Internet address.,
CHAPTER IX,USE OF TRADE MARKS AND LICENSEES,84,Domain names,2,,,The provisions of this Ordinance shall apply to domain names subject to the provisions of the Third Schedule.,
CHAPTER X,THE PARIS CONVENTION,85,". Meaning of ""Paris Convention"" and ""Convention country""",1,,,In this Ordinance-,
CHAPTER X,THE PARIS CONVENTION,85,". Meaning of ""Paris Convention"" and ""Convention country""",1,a,,"""Paris Convention"" means the Pairs Convention for the Protection of Industrial Property of the 20th March, 1883, as revised or amended form time to time;",
CHAPTER X,THE PARIS CONVENTION,85,". Meaning of ""Paris Convention"" and ""Convention country""",1,b,," a ""Convention country"" means a country other than Pakistan which is a party to the Paris Convention.",
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,1,,,References in this Ordinance to a trade mark which is entitled to protection as a well-known trade mark shall be to a mark which is so entitled under the Paris Convention and which is well-known in Pakistan as being the mark of a who,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,1,a,,is a national of a Convention country;,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,1,b,,"is domiciled in, or has a real and effective industrial or commercial establishment in, a Convention country. whether or not that person carries on business, or has any goodwill, in Pakistan and references to the proprietor of such a mark shall be construed accordingly.",
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,,,"For the purposes of this Ordinance, the tribunal while determining a trade mark is well-known, without having to require registration or actual use in the form of sales of goods or services under the trade mark in Pakistan, shall consider the following factors as relevant criteria for establishing the well known status of the trade mark, namely:",
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,i,,the amount of Pakistan or worldwide recognition of the trade mark;,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,ii,,the degree of inherent or acquired distinctiveness of the trade mark;,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,iii,,the Pakistan or worldwide duration of the use and advertising of the trade mark;,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,iv,,the Pakistan or worldwide commercial value attributed to the trade mark;,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,v,,the Pakistan or worldwide geographical scope of the use and advertising of the trade mark;,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,vi,,the Pakistan or worldwide quality and image that the trade mark has acquired; and,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,2,vii,,the Pakistan or worldwide exclusivity of use and registration attained by the trade mark and the presence or absence of identical or deceptively similar third party trade marks validly registered or used in relation to identical or similar goods and services.,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,3,,,"The owner of a trade mark which is entitled to protection under the Paris Convention as a well-known trade mark shall be entitled to restrain by injunction the use in Pakistan of a trade mark which, or the essential part of which, is identical or deceptively similar to the well-known trade mark-",
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,3,a,,"in relation to identical or similar goods or services, where the use is likely to cause confusion;",
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,3,b,,where such use causes dilution of the distinctive quality of the well-know trade mark.,
CHAPTER X,THE PARIS CONVENTION,86,Protection of well known trade mark.,4,,,Rights conferred under sub-section (3) shall be subject to the provisions of section 81 and nothing in the said sub-section shall effect the continuation of any bona fide use of a trade mark begun before the commencement of this Ordinance.,subsec_3
CHAPTER X,THE PARIS CONVENTION,87,National emblems of Convention countries.,1,,,"A trade mark which consist of or contains the flag of a Convention country shall not be registered without the authorization of the competent authorities of that country, unless it appears to the Registrar that use of the flag in the manner proposed is permitted without such authorization.",
